Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2021,Valley Stream Central High Sch,335710,Valley Stream,Nassau,11580,97,18,10,11,58,"Valley Stream, NY 11580
(40.674737, -73.704051)"
Fall 2021,Valley Stream Christian Academ,335711,Valley Stream,Nassau,11580,<4,0,0,0,<4,"Valley Stream, NY 11580
(40.674737, -73.704051)"
Fall 2021,Valley Stream North High Sch,331986,Franklin Square,Nassau,11010,69,15,19,10,25,"Franklin Square, NY 11010
(40.700894, -73.675229)"
Fall 2021,Valley Stream South High Schoo,335712,Valley Stream,Nassau,11581,71,16,10,10,35,"Valley Stream, NY 11581
(40.652939, -73.712183)"
Fall 2021,Vincent Smith School,334607,Port Washington,Nassau,11050,<4,0,0,0,<4,"Port Washington, NY 11050
(40.836271, -73.692953)"
Fall 2021,Wantagh High School,335765,Wantagh,Nassau,11793,81,23,24,7,27,"Wantagh, NY 11793
(40.683611, -73.510289)"
Fall 2021,W. C. Mepham High School,330385,Bellmore,Nassau,11710,129,36,35,19,39,"Bellmore, NY 11710
(40.677262, -73.534468)"
Fall 2021,Westbury High School,335875,Old Westbury,Nassau,11568,115,<4,16,15,81,"Old Westbury, NY 11568
(40.783995, -73.597376)"
Fall 2021,West Hempstead High School,335895,West Hempstead,Nassau,11552,74,13,<4,<4,54,"West Hempstead, NY 11552
(40.693979, -73.653385)"
Fall 2021,Woodward Childrens Center,332001,Freeport,Nassau,11520,<4,0,0,0,<4,"Freeport, NY 11520
(40.653204, -73.585847)"
Fall 2021,W. T. Clarke High School,335877,Westbury,Nassau,11590,71,20,11,10,30,"Westbury, NY 11590
(40.75606, -73.575268)"
Fall 2021,47 American Sign Language & En,333715,New York,New York,10010,7,<4,<4,0,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2021,Aaron School,333027,New York,New York,10016,<4,0,0,0,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,Academy Software Engineering,333428,New York,New York,10003,8,<4,<4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Access Ged M356,333649,New York,New York,10018,<4,0,0,0,<4,"New York, NY 10018
(40.755638, -73.993999)"
Fall 2021,American Dream Charter School,330047,Bronx,New York,10454,12,<4,8,<4,0,"Bronx, NY 10454
(40.80619, -73.916227)"
Fall 2021,Andes Central School,330180,Andes,New York,13731,<4,<4,0,0,0,"Andes, NY 13731
(42.142536, -74.785698)"
Fall 2021,A Philip Randolph Campus H S,333406,New York,New York,10031,17,<4,7,<4,<4,"New York, NY 10031
(40.825632, -73.949608)"
Fall 2021,Avenues New York,333776,New York,New York,10001,<4,<4,0,0,0,"New York, NY 10001
(40.750166, -73.996575)"
Fall 2021,Bainbridge - Guilford Central,330290,Bainbridge,New York,13733,22,<4,<4,7,9,"Bainbridge, NY 13733
(42.309793, -75.481703)"
Fall 2021,Bard High School Early College,330566,New York,New York,10002,15,10,<4,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Baruch College Campus High Sch,333803,New York,New York,10010,25,17,<4,<4,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2021,Bayard Rustin  H S  Humanities,333682,New York,New York,10011,<4,0,0,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Beacon School,333438,New York,New York,10036,55,23,26,<4,<4,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2021,Broome Street Academy Charter,333904,New York,New York,10013,7,0,<4,<4,<4,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2021,Business Of Sports School,333763,New York,New York,10019,12,<4,5,<4,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Capital Preparatory Harlem Cha,330118,New York,New York,10029,<4,0,<4,0,0,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Cathedral High School,333520,New York,New York,10022,16,10,<4,0,<4,"New York, NY 10022
(40.758794, -73.967213)"
Fall 2021,Central Park East Sec School,332964,New York,New York,10029,19,12,6,0,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Chapin School,333540,New York,New York,10028,<4,<4,0,0,<4,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2021,Chelsea Career & Technical Edu,333555,New York,New York,10013,11,<4,<4,<4,6,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2021,Churchill School,333500,New York,New York,10016,5,0,0,<4,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,City  As A  School,330652,New York,New York,10014,10,0,<4,0,6,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2021,City College Academy The Arts,332929,New York,New York,10040,6,0,5,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,Clinton School The,331196,New York,New York,10003,10,5,<4,<4,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Coalition Sch Social Change,333561,New York,New York,10035,<4,0,0,0,<4,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2021,Collegiate High School,333565,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,Columbia Grammar & Prepratory,333570,New York,New York,10025,<4,<4,0,0,0,"New York, NY 10025
(40.797862, -73.96578)"
Fall 2021,Columbia Secondary School,333907,New York,New York,10027,14,8,5,0,<4,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,Community Health Academy Heigh,331033,New York,New York,10032,7,<4,<4,<4,<4,"New York, NY 10032
(40.838832, -73.942124)"
Fall 2021,Convent Of The Sacred Heart,333575,New York,New York,10128,<4,<4,0,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,Cristo Rey High School,333426,New York,New York,10029,11,7,<4,0,0,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Dalton School,333580,New York,New York,10128,5,5,0,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,Democracy Prep Charter School,333404,New York,New York,10030,12,<4,7,<4,<4,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2021,Democracy Prep Endurance Chart,331202,New York,New York,10035,15,<4,11,<4,0,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2021,Democracy Prep Harlem Chrt Hs,331160,New York,New York,10027,19,9,5,5,0,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,Dominican Academy,333595,New York,New York,10065,6,5,0,0,<4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2021,Eagle Academy For Young Men Of,330028,New York,New York,10030,5,<4,<4,0,<4,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2021,East New York Family Academy,330678,Brooklyn,New York,11207,<4,<4,0,0,<4,"Brooklyn, NY 11207
(40.670047, -73.893934)"
Fall 2021,East Side Community High Sch,333608,New York,New York,10009,18,6,6,<4,<4,"New York, NY 10009
(40.727235, -73.978411)"
Fall 2021,Edward A Reynolds West Side Hi,334136,New York,New York,10025,<4,0,0,0,<4,"New York, NY 10025
(40.797862, -73.96578)"
Fall 2021,Eleanor Roosevelt High School,333648,New York,New York,10021,12,12,0,0,0,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2021,Emma Lazarus High School,334106,New York,New York,10002,<4,<4,0,0,0,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Esperanza Preparatory Academy,333411,New York,New York,10029,<4,0,<4,0,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Essex Street Academy,333693,New York,New York,10002,20,6,11,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,F. H. Laguardia High Sch Music,333685,New York,New York,10023,123,51,41,0,31,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Food And Finance High School,333631,New York,New York,10019,6,0,<4,<4,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Frank Mc Court High School,334032,New York,New York,10024,26,7,12,<4,5,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,Frederick Douglass Academy,333643,New York,New York,10039,36,18,8,6,<4,"New York, NY 10039
(40.825967, -73.93726)"
Fall 2021,Frederick Douglass Academy  I,333632,New York,New York,10026,10,0,7,<4,<4,"New York, NY 10026
(40.802538, -73.953186)"
Fall 2021,Friends Seminary,333645,New York,New York,10003,<4,<4,0,0,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,George Washington High School,333655,New York,New York,10040,<4,0,0,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,Global Learning Collaborative,333647,New York,New York,10024,15,5,8,<4,0,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,Grace Church School,333761,New York,New York,10003,<4,<4,<4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Gramercy Arts High School,333638,New York,New York,10003,<4,<4,<4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Gregorio Luperon High School,333749,New York,New York,10032,<4,<4,<4,0,0,"New York, NY 10032
(40.838832, -73.942124)"
Fall 2021,Harlem Renaisance High School,334021,New York,New York,10035,5,0,0,0,5,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2021,Harlem Village Academy High Sc,333639,New York,New York,10027,16,<4,10,<4,0,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,Harvest Collegiate High School,333695,New York,New York,10011,19,<4,11,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Harvey Milk School,333677,New York,New York,10003,<4,0,<4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,H C Z Promise Academy High Sch,333884,New York,New York,10027,17,<4,14,<4,0,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,High School Environmental Stud,333674,New York,New York,10019,37,22,8,<4,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,High School For Climate Justic,333744,New York,New York,10128,11,<4,7,0,<4,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,High School For Dual Language,333600,New York,New York,10002,27,23,0,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,High School For Excellence And,333906,New York,New York,10034,<4,<4,<4,0,<4,"New York, NY 10034
(40.867758, -73.921144)"
Fall 2021,High School For Health Careers,333698,New York,New York,10040,7,0,5,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,High School For Health Profess,333817,New York,New York,10003,40,32,<4,<4,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,High School For Language & Dip,333642,New York,New York,10003,<4,<4,0,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,"High School For Law, Advocacy",333796,New York,New York,10023,7,<4,<4,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,High School For Law & Public S,333687,New York,New York,10040,5,0,<4,0,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,"High School For Math, Science",333691,New York,New York,10031,21,19,<4,<4,0,"New York, NY 10031
(40.825632, -73.949608)"
Fall 2021,High School For Media & Commun,333689,New York,New York,10040,<4,0,<4,0,0,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,High School Of Art & Design,334035,New York,New York,10022,52,7,12,<4,32,"New York, NY 10022
(40.758794, -73.967213)"
Fall 2021,High School Of Arts And Techno,333797,New York,New York,10023,<4,<4,0,0,0,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,High School Of Economics / Fin,333816,New York,New York,10006,24,18,<4,<4,<4,"New York, NY 10006
(40.708113, -74.013863)"
Fall 2021,High School Of Fashion Industr,333680,New York,New York,10011,69,19,10,5,35,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,High School Of Hospitality Man,333692,New York,New York,10019,<4,0,0,<4,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Home-School,970000,New York,New York,12234,56,13,27,<4,13,"New York, NY 12234
(42.651242, -73.755418)"
Fall 2021,H S Graphic Communications Art,333850,New York,New York,10019,<4,0,<4,0,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Hudson High School Learning Te,334116,New York,New York,10011,12,<4,8,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Humanities Preparatory Academy,333704,New York,New York,10011,11,<4,<4,<4,5,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Hunter College High School,333705,New York,New York,10128,19,18,<4,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,Independence High School,333711,New York,New York,10019,<4,0,0,0,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Innovation Diploma Plus  H S,333732,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,Institute For Collaborative Ed,333672,New York,New York,10003,11,<4,<4,<4,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,International H S - Union Squa,333427,New York,New York,10003,<4,<4,0,0,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Inwood Academy For Leadership,331203,New York,New York,10034,13,9,<4,<4,<4,"New York, NY 10034
(40.867758, -73.921144)"
Fall 2021,Inwood Early College For Healt,331192,New York,New York,10034,<4,<4,<4,0,<4,"New York, NY 10034
(40.867758, -73.921144)"
Fall 2021,Jacqueline Kennedy Onassis Hig,333686,New York,New York,10036,<4,<4,<4,0,0,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2021,James Baldwin School,333633,New York,New York,10011,<4,0,0,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,John V Lindsay Wildcat Academy,334134,New York,New York,10004,<4,0,0,<4,<4,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,58,21,25,<4,11,"Bronx, NY 10451
(40.820656, -73.923938)"
Fall 2021,Landmark High School,333733,New York,New York,10011,6,0,<4,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,La Salle Academy,333730,New York,New York,10003,9,5,<4,<4,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Leadership And Public Service,333819,New York,New York,10006,6,<4,<4,<4,0,"New York, NY 10006
(40.708113, -74.013863)"
Fall 2021,Legacy High  School,333742,New York,New York,10044,<4,0,<4,0,<4,"New York, NY 10044
(40.761127, -73.950758)"
Fall 2021,Leman Manhattan Preparatory Sc,333522,New York,New York,10004,6,<4,<4,<4,0,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,Liberty High School Academy Ne,333743,New York,New York,10011,<4,0,0,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Little Red School House And El,333610,New York,New York,10014,<4,0,<4,0,0,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2021,Lower East Side Preparatory,333754,New York,New York,10002,5,<4,0,<4,0,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Lower Manhattan Arts Academy,333731,New York,New York,10002,5,0,<4,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Loyola School,333755,New York,New York,10028,<4,<4,0,0,<4,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2021,Lycee Francais De New York,333760,New York,New York,10021,<4,<4,0,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2021,Manhattan Academy Art / Langua,333408,New York,New York,10016,<4,0,0,0,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,Manhattan Bridges High School,333783,New York,New York,10019,<4,0,0,0,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Manhattan Business Academy,335361,New York,New York,10011,6,<4,<4,<4,0,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Manhattan Cntr For Sci & Math,333784,New York,New York,10029,53,34,8,<4,9,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Manhattan Comp Night Day H S,333787,New York,New York,10003,<4,<4,0,0,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Manhattan Early College School,333551,New York,New York,10038,10,<4,8,0,0,"New York, NY 10038
(40.709485, -74.003005)"
Fall 2021,Manhattan High Sch For Girls,333022,New York,New York,10021,<4,0,0,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2021,Manhattan High School -  P 35,333023,New York,New York,10019,<4,0,<4,0,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Manhattan  Hunter Science  H S,333785,New York,New York,10023,9,8,0,<4,0,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Manhattan International H S,333790,New York,New York,10065,<4,<4,<4,0,<4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2021,Manhattan Village Academy,333791,New York,New York,10010,17,10,6,0,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2021,Marsha Stern Talmudical Acad,334148,New York,New York,10033,<4,0,0,0,<4,"New York, NY 10033
(40.849955, -73.936182)"
Fall 2021,Martin Luther King Jr High Sch,333793,New York,New York,10023,<4,0,0,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Maxine Greene School For Imagi,333832,New York,New York,10023,5,<4,<4,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Midrash L'Man Achai,331948,Brooklyn,New York,11204,<4,0,0,0,<4,"Brooklyn, NY 11204
(40.618877, -73.985272)"
Fall 2021,Millennium High School,333798,New York,New York,10004,38,31,<4,0,<4,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,Mott Hall Bronx  H S,330969,New York,New York,10457,6,<4,<4,<4,<4,"New York, NY 10457
(40.846788, -73.899203)"
Fall 2021,Murray Hill Academy,333778,New York,New York,10016,7,<4,0,0,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,Murry Bergtraum H S,333835,New York,New York,10038,<4,<4,<4,0,0,"New York, NY 10038
(40.709485, -74.003005)"
Fall 2021,Nelson Mandela School For Soci,330007,Brooklyn,New York,11213,5,0,5,0,0,"Brooklyn, NY 11213
(40.671145, -73.936641)"
Fall 2021,New Design High School,333842,New York,New York,10002,9,0,<4,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,New Explorations Into Science,333843,New York,New York,10002,23,17,<4,<4,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,New Heights Academy Charter Sc,333403,New York,New York,10031,5,<4,<4,0,0,"New York, NY 10031
(40.825632, -73.949608)"
Fall 2021,Norman Thomas High School,333525,New York,New York,10016,<4,0,0,0,<4,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,Northeastern Academy,333865,New York,New York,10034,<4,<4,<4,0,0,"New York, NY 10034
(40.867758, -73.921144)"
Fall 2021,Notre Dame School Of Manhattan,333870,New York,New York,10014,7,5,<4,0,0,"New York, NY 10014
(40.734091, -74.006367)"
Fall 2021,N Y C  Charter H S For Archite,331036,Bronx,New York,10451,19,<4,6,<4,6,"Bronx, NY 10451
(40.820656, -73.923938)"
Fall 2021,N Y C  I  School,333877,New York,New York,10013,20,12,8,0,0,"New York, NY 10013
(40.720707, -74.005157)"
Fall 2021,N Y C  Lab School For Collabor,333853,New York,New York,10011,17,9,6,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Orchard Collegiate Academy,334022,New York,New York,10002,<4,0,<4,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Pace High School,333866,New York,New York,10002,15,7,5,<4,0,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Park East High School,333875,New York,New York,10029,11,<4,<4,<4,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Professional Childrens School,333890,New York,New York,10023,<4,0,0,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Professional Performing Arts S,333847,New York,New York,10036,12,<4,7,0,<4,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2021,Promise Academy I I  Charter S,331161,New York,New York,10035,19,6,12,<4,0,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2021,Quest To Learn,333894,New York,New York,10011,8,<4,<4,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Ramaz Upper School,333900,New York,New York,10075,12,11,0,0,<4,"New York, NY 10075
(40.773274, -73.956094)"
Fall 2021,Regis High School,333905,New York,New York,10028,11,11,0,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2021,Renaissance Chrt H S Innovatio,333666,New York,New York,10029,8,<4,<4,<4,0,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Repertory Company High School,333854,New York,New York,10036,11,<4,9,0,<4,"New York, NY 10036
(40.759522, -73.990194)"
Fall 2021,Richard R Green  H S  Of Teach,333916,New York,New York,10004,8,<4,<4,<4,<4,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,Robert Louis Stevenson School,333930,New York,New York,10023,<4,0,<4,0,0,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Rudolf Steiner School,333932,New York,New York,10075,<4,0,0,<4,0,"New York, NY 10075
(40.773274, -73.956094)"
Fall 2021,Sacred Heart High School,336070,Yonkers,New York,10703,19,<4,<4,<4,11,"Yonkers, NY 10703
(40.957068, -73.880829)"
Fall 2021,Saint George Academy,333968,New York,New York,10003,<4,<4,<4,0,0,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,Saint Jean Baptiste High Sch,333980,New York,New York,10021,17,10,5,0,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2021,Saint Michael Academy,333995,New York,New York,10001,<4,0,0,0,<4,"New York, NY 10001
(40.750166, -73.996575)"
Fall 2021,Saint Vincent Ferrer High Sch,334020,New York,New York,10065,20,11,<4,<4,<4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2021,Satellite Academy Forsyth,334033,New York,New York,10002,<4,0,0,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Satellite Academy High School,334034,New York,New York,10001,<4,0,0,0,<4,"New York, NY 10001
(40.750166, -73.996575)"
Fall 2021,School Of The Future,333592,New York,New York,10010,24,12,8,<4,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2021,Special Music School High Scho,331199,New York,New York,10023,5,<4,<4,0,0,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Stephen T Mather Bld Art -- Cr,333813,New York,New York,10019,<4,0,<4,0,<4,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Stuyvesant High School,334070,New York,New York,10282,163,155,<4,<4,<4,"New York, NY 10282
(40.717672, -74.014106)"
Fall 2021,S U N Y  Manhattan Educational,334062,New York,New York,10027,<4,0,0,0,<4,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,Talent Unlimited High School,334073,New York,New York,10065,28,9,14,0,5,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2021,The Abraham Joshua Heschel Hig,333430,New York,New York,10023,<4,<4,0,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,The Beekman School,334095,New York,New York,10022,<4,0,0,0,<4,"New York, NY 10022
(40.758794, -73.967213)"
Fall 2021,The Brearley School,333475,New York,New York,10028,<4,<4,0,0,0,"New York, NY 10028
(40.776352, -73.952808)"
Fall 2021,The Calhoun School,333505,New York,New York,10024,<4,<4,<4,0,0,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,The College Academy,333690,New York,New York,10040,5,0,0,<4,<4,"New York, NY 10040
(40.857874, -73.929325)"
Fall 2021,The Dwight School,333605,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,The Facing History School,333627,New York,New York,10019,5,0,<4,<4,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,The Heritage School,333678,New York,New York,10029,5,<4,0,<4,<4,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,The Legacy Sch Integrated Stud,333741,New York,New York,10011,<4,0,0,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,The New York City Museum Schoo,333523,New York,New York,10011,15,9,<4,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,The Nightingale- Bamford Schoo,333860,New York,New York,10128,<4,<4,0,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,The Opportunity Charter School,336049,New  York,New York,10026,7,<4,<4,0,<4,"New  York, NY 10026
(40.802538, -73.953186)"
Fall 2021,The Smith School,334047,New York,New York,10024,<4,0,0,0,<4,"New York, NY 10024
(40.790479, -73.972819)"
Fall 2021,The Spence School,334060,New York,New York,10128,<4,<4,0,0,0,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,24,5,6,13,0,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,The Young Women'S Leadership S,334153,New York,New York,10029,9,6,<4,0,0,"New York, NY 10029
(40.791646, -73.944174)"
Fall 2021,Thurgood Marshall Academy,334089,New York,New York,10030,7,<4,<4,<4,<4,"New York, NY 10030
(40.818311, -73.943334)"
Fall 2021,Trevor Day School,334114,New York,New York,10128,<4,<4,0,0,<4,"New York, NY 10128
(40.781892, -73.950576)"
Fall 2021,Union Square Acdmy Health Sci,333848,New York,New York,10003,5,<4,0,0,<4,"New York, NY 10003
(40.731969, -73.988987)"
Fall 2021,United Nations International S,333423,New York,New York,10010,<4,<4,0,0,<4,"New York, NY 10010
(40.73946, -73.982571)"
Fall 2021,Unity Center For Urban Technol,334100,New York,New York,10016,8,<4,5,<4,0,"New York, NY 10016
(40.745614, -73.977916)"
Fall 2021,University Neighborhood H S,334101,New York,New York,10002,15,9,5,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Urban Academy,334105,New York,New York,10065,<4,0,0,0,<4,"New York, NY 10065
(40.764569, -73.96294)"
Fall 2021,Urban Assembly Academy Of Gov,330971,New York,New York,10002,9,<4,<4,0,<4,"New York, NY 10002
(40.715712, -73.987053)"
Fall 2021,Urban Assembly Gateway School,333814,New York,New York,10019,11,<4,8,<4,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Urban Assembly Maker Academy,331184,New York,New York,10038,8,<4,6,0,0,"New York, NY 10038
(40.709485, -74.003005)"
Fall 2021,Urban Assembly Media High Scho,333997,New York,New York,10023,13,<4,8,<4,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Urban Assembly Schl Glbl Comm,331149,New York,New York,10035,<4,0,0,<4,0,"New York, NY 10035
(40.798236, -73.932194)"
Fall 2021,Urban Assembly School For The,330841,New York,New York,10027,8,<4,<4,<4,<4,"New York, NY 10027
(40.811894, -73.953549)"
Fall 2021,Urban Assembly School Of Desig,334077,New York,New York,10019,6,<4,<4,<4,0,"New York, NY 10019
(40.765455, -73.988867)"
Fall 2021,Urbn Assbly Bus Young Women,330975,New York,New York,10004,<4,0,<4,0,<4,"New York, NY 10004
(40.696455, -74.015646)"
Fall 2021,Vanguard High School,334110,New York,New York,10021,8,<4,<4,<4,<4,"New York, NY 10021
(40.76952, -73.958839)"
Fall 2021,Wadleigh Secondary School,334119,New York,New York,10026,5,<4,<4,<4,0,"New York, NY 10026
(40.802538, -73.953186)"
Fall 2021,Washington Heights Expeditiona,334124,New York,New York,10033,7,0,<4,0,5,"New York, NY 10033
(40.849955, -73.936182)"
Fall 2021,Winston Preparatory School,334141,New York,New York,10011,5,0,<4,0,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,Xavier High School,334145,New York,New York,10011,26,15,5,<4,<4,"New York, NY 10011
(40.741625, -74.000479)"
Fall 2021,York Preparatory School,333855,New York,New York,10023,6,<4,<4,0,<4,"New York, NY 10023
(40.774705, -73.980101)"
Fall 2021,Barker Central School,330310,Barker,Niagara,14012,26,7,8,0,11,"Barker, NY 14012
(43.337355, -78.524988)"
